review,rating
Ears started paining after 15min of useREAD MORE,2
Amazing product with awesome flipkart service👍🧡READ MORE,5
This headphone  is amezing..READ MORE,5
goodREAD MORE,4
Must buy this productREAD MORE,4
GreatREAD MORE,4
Love the product.. it's too cool to useREAD MORE,5
Very good product.READ MORE,4
During the calls you wont be able to hear properly but when you listen songs then its good in sound....READ MORE,4
Do not confuse yourself just order it.READ MORE,5
Amazing..READ MORE,5
"Balanced Output, Got a good deal during Sale.Battery Backup is ok ok..READ MORE",4
The product is really fantastic with such a low price💯💯READ MORE,5
"Balanced Output, Got a good deal during Sale.Battery Backup is ok ok..READ MORE",4
The product is really fantastic with such a low price💯💯READ MORE,5
Good productREAD MORE,4
Good quality and serviceREAD MORE,5
"Good Product, Nice quality and Sound.READ MORE",5
"Awesome built quality and sound as well. I bought this for 1100 rupees, I feel it is value for my money.Konocchu parla.Karedsakthe. Can buy.Nalla iruku...Basaithe...READ MORE",5
Very awasome productREAD MORE,5
This product the awesome...from the specification to quality...amazing product grabbed on Big billions daysREAD MORE,5
Bass thoda kam hai jitna socha tha. 👌READ MORE,5
ExcellentREAD MORE,5
"After using 1 month, Bluetooth is not connected to tha phone. Bluetooth isue in this headphone.READ MORE",2
Very nice product Vishay hard ahe bahi.......🤩🤩READ MORE,5
More ear pain coming .. Ear pad not good ..READ MORE,3
Best oneI really loved itREAD MORE,5
"Not work properly in wireless mode,Found some disterbance while movingREAD MORE",3
All is ok but bluetooth connection is weak around 5 meter connectREAD MORE,4
Best productREAD MORE,5
Superb....READ MORE,5
good qualityREAD MORE,4
It is awesome... But it has low bass so you not feel better for musicREAD MORE,5
good qualityREAD MORE,4
It is awesome... But it has low bass so you not feel better for musicREAD MORE,5
"Sturdy, Loud and cool in design. I purchased it due it's ability of having wire and wireless feature.READ MORE",5
Good productREAD MORE,5
"Great, I am 100% Satisfied Battery, looks, Bass, Music is Really Faru hREAD MORE",5
Superrrrb productREAD MORE,4
Very comfortableREAD MORE,5
Nice model and buy only from the company boat Nice productREAD MORE,5
Nice productREAD MORE,4
nice deal superb soul quality....powerfull bassREAD MORE,5
NiceREAD MORE,5
So good productREAD MORE,4
This is amzing productsREAD MORE,5
Great at low priceREAD MORE,5
Quality headphone Under the range of Rs.1000READ MORE,5
just superbREAD MORE,5
Very weak build.. Easily breaks... And cheap quality of plastic is usedREAD MORE,1
The mic is not working properly.READ MORE,2
GoodREAD MORE,5
Very niceREAD MORE,3
"Nice 👍 product everything is going well after 10days.battery backup is good and fast charging,You have to try is one.READ MORE",4
Very Nice Boos 😘READ MORE,3
True goooood ... Smooth and soft sound quality with xtra bass Recomended to musicians .....Very good built quality ..... And very light Use this headphone with aux cable for better experienceREAD MORE,5
"not for long time use ,you have to take rest for your ears ,that only thing otherwise sound quality is awesome.READ MORE",4
This product is 3 month at damage .....Local quality do u have provided  at me productREAD MORE,1
BestREAD MORE,4
"If u want a bass headphone,then go through this product......Amazing product Budget product.......READ MORE",5
Boat always make quality products..READ MORE,5
SuperbREAD MORE,5
WonderfulREAD MORE,5
SuperbREAD MORE,5
WonderfulREAD MORE,5
The headset is just awesome but feels very tight when used for more then 30 to 45 mins. The battery backup is the best part in it. Design is also great. But when it comes for comfort then it's very underrated. Dont just buy by looking at the number of reviews and it's overall stars. The product is not worth Rs500 even..READ MORE,2
This headphone is good but not comfortable and it's price rate is high and also the body of this headphone is very weak........😊😊READ MORE,3
Works better in wireless mode. The wired mode is a bit irritating. But overall it's really good. I'm contented with it.READ MORE,4
"The sound quality couldn't be more better. The only problem is that when u are not using the audio jack, the noise cancelling mic won't work rather it will increase the noise and the other person would barely be able to listen to your voice. Else than this, the product is awesome.READ MORE",5
Whenever connected to bluetooth and when calls are received the receipt is not able to hear my voice clearly and there is a lot of disturbance in the background which does not allow me to take the calls via Bluetooth. I have to disconnect the bluetooth everytime to take normal calls. Though the bass is really good while watching movies and listening to music but I don't recommend to take calls with it.READ MORE,2
Best headphone in this priceREAD MORE,4
Good productREAD MORE,4
Nice performanceREAD MORE,5
i have to cut 1 star ⭐️ because of build quality it press both ear very tight if you wear this for 1-2 hour then your ear 👂 painREAD MORE,4
I use many headphones but this one wil be good for my phone and gaming so thank you FlipkartREAD MORE,1
Good product 👍READ MORE,5
It is very good productREAD MORE,5
Really a Good product by Boat... In this price range... Just improve the build quality keeping sound quality similar.. Really loved it❤READ MORE,5
This is awesomeREAD MORE,5
Very good headphonesAnd confertableREAD MORE,5
Great performanceREAD MORE,5
Awesome 👌👌READ MORE,4
GoodREAD MORE,5
Amazing.. must buy..READ MORE,5
Simply bestREAD MORE,4
Nice products I use the product for  1 year. But no issue in this product ☺️😃 must buy this productREAD MORE,5
NiceREAD MORE,5
Good productREAD MORE,4
great product..amazing sound quality..look is too awsm..i like it cool designREAD MORE,5
Thanks for your Flipkart friends ♥️🌹seBoat Rockerz 400 and good qualityThanks 😘🌹♥️🌹♥️🌹♥️🙋READ MORE,5
"I fell looted bcoz after two three months the bluetooth connectivity will gone.. Now i m using with wire only. And the best part i contact there customer care for regarding issue im having, after booking the date for receving my headphone for repairing they cancelled the my request after 4, 5 days. I continuesly calling and mailing them but they didnt reply. My experience is not good with boat.READ MORE",5
Excellent productREAD MORE,5
GoodREAD MORE,5
Nice productsBass osm Battery. 10 hoursTq flipkartREAD MORE,5
Good productREAD MORE,4
Sound quality goodREAD MORE,5
Sabka baap h boat rockerj400.bass lover k liye perfect. Love this products.READ MORE,5
Amazing product I had received from Flipkart but while speaking with others the voice breaks alot I dont know what is the problem So firstly I looked the quality 🤟🏻Sound bassAnd the company ✌️✌️READ MORE,5
Good productREAD MORE,5
OsmREAD MORE,5
Sound quality is awesome....Bass is awesome.READ MORE,5
Very best quality product & battery backup very nice 👌👌 & soundREAD MORE,4
Super bass super extra. Best quality productREAD MORE,4
Very best quality product & battery backup very nice 👌👌 & soundREAD MORE,4
Super bass super extra. Best quality productREAD MORE,4
Good product.... But bass was not so goodREAD MORE,4
"Headphones quality is great , but can't use for long time it's not comfortable but value for money is bestREAD MORE",5
GoodREAD MORE,3
Awesome productREAD MORE,4
The headset is simply awesome. And the sound quality is fantastic. The product is best to purchase with out any queries.READ MORE,5
Nice product 👍READ MORE,4
good.productREAD MORE,5
AwesomeREAD MORE,5
It's so awesome Head phone in this price.Obviously value for money.READ MORE,4
Best productBut less one star coz of delivery time.READ MORE,4
Very goodREAD MORE,4
Such good sound batery superREAD MORE,5
Value for money 👌👌just love the sound qualityREAD MORE,5
Very good soundREAD MORE,5
This headset is not for gaming.If u want to buy this product for gaming. So I'm not recommend this headset....😞😞😞READ MORE,2
GoodREAD MORE,4
good👍READ MORE,5
Awesome headfone and best price everREAD MORE,5
Simply wasteREAD MORE,1
Voice not clear and range issue within 10meter.READ MORE,2
"Really its a superb quality headphones. Can't adjust the size but it's comfortable. Lovely colour combination, sturdy and beautiful.READ MORE",4
Wow very niceREAD MORE,5
"After 4 months one side of the headphone stop working , do not buy thisREAD MORE",1
SuperbREAD MORE,4
"The product is overall Good. Good sound quality, good bass, battery backup of 8 hour approx. Suitable for small head as there is on adjusting mechanism. Big head people will feel pain in ear after wearing for sometimeREAD MORE",5
It's fantastic productREAD MORE,5
"The product was awesome lookwise. But I haven't used it many times yet so, I can't say much about its performance. The product is user friendly and the delivery came before the expected time.Thanks Flipkart ☺️☺️READ MORE",5
"very good headphone....i really loved it...battery life is little bit low as compared to boat rockerz 450...and boat rockerz 450 are available at lower price than this one,...but this one is also very good you can buy this without any hesitationREAD MORE",5
SuperbREAD MORE,5
"Worst packing, It is looks like used product,sound Bottoms does't working, It is very troubling to connect with Bluetooth.READ MORE",1
Sound qualiry is good but lacks bass and definately not comfortable.READ MORE,3
Awesome bassREAD MORE,5
Value of moneyREAD MORE,5
BestREAD MORE,5
As it is quality of sound after 1.5 years of using...Thanks Flipkart...READ MORE,5
Good value for money and battery backup excellent!READ MORE,5
Omggg it's awsmmm really...Paisa wasool ho gyREAD MORE,5
Very niceREAD MORE,5
Very nice product every one should buy this headphone.READ MORE,5
"Worst headphones. Total waste of maney. Matrial is too cheap , headband brokes after using some days. Battery is of low quality, after one month full charged  battery discharges under 5 minutes of use.Near a month you have to use it as a wired headphone.READ MORE",3
Aftr one year it's work amazing ...and nice sound quality bassREAD MORE,5
It's a Very good ProductREAD MORE,5
It is ok but you can't wear it for more than one hour it will start paining in ear very heavyREAD MORE,2
OkREAD MORE,3
Worst products........ don't buy it plssssREAD MORE,1
It is useful productREAD MORE,5
Good sound but you are wear a long time it not comfortableREAD MORE,5
Good product in affordable range. Good sound quality so as the boat has. Superb bass and music experience. Highly recommended. If you are a music lover and spend money on the good headphone in average range Go for it👍READ MORE,5
Good sound but you are wear a long time it not comfortableREAD MORE,5
Good product in affordable range. Good sound quality so as the boat has. Superb bass and music experience. Highly recommended. If you are a music lover and spend money on the good headphone in average range Go for it👍READ MORE,5
